First_pokemon_id,Type 1_first,Type 2_first,Second_pokemon_id,Type 1_second,Type 2_second,Height_diff,Weight_diff,Experience_diff,Total_stats_diff,Generation_diff,Legendary_diff,Winner
143,17,11,768,15,2,0,-500,5,14,-5,0,768
698,0,6,593,5,12,5,163,11,55,0,0,698
200,17,4,647,12,9,2,90,122,85,-3,0,647
294,17,9,381,15,0,-10,-656,-129,-275,0,0,381
720,9,12,753,4,12,5,285,74,64,0,0,720
264,6,12,443,12,7,15,1825,142,240,-2,1,264
667,14,12,286,1,12,-5,-280,-80,-85,2,0,286
516,10,15,720,9,12,17,2538,99,130,-2,0,720
399,11,17,137,0,12,-7,-155,-117,-210,2,0,137
760,15,17,562,17,12,5,715,30,87,1,0,760
124,12,12,140,17,12,13,700,132,290,0,0,124
475,12,12,15,0,12,-3,-44,-2,145,3,0,475
672,2,12,300,12,7,3,157,10,50,2,0,300
188,4,12,16,0,7,-8,-290,-134,-177,1,0,16
336,5,14,733,0,12,10,290,104,210,-3,0,336
7,6,7,633,1,12,1,94,61,24,-4,0,633
791,7,2,575,17,12,-1,-55,-14,-71,1,0,575
485,16,14,346,13,12,1,502,0,-2,1,0,485
190,4,12,666,3,12,-18,-790,-183,-270,-3,0,666
564,12,12,447,0,12,2,94,12,61,1,0,564
637,14,12,30,13,12,-28,-470,-20,-48,4,0,30
141,17,7,637,14,12,58,2170,52,150,-4,0,141
149,12,12,567,12,12,-1,218,-51,25,-4,0,567
200,17,4,251,10,12,3,-50,123,90,0,0,200
660,9,16,456,15,16,5,530,101,139,1,0,456
541,16,2,773,3,4,52,6808,155,249,-2,1,773
87,17,14,561,17,12,11,726,110,182,-4,0,561
731,6,7,259,3,12,1,-75,62,22,4,0,259
116,5,12,76,9,13,7,462,99,155,0,0,116
81,15,10,561,17,12,-1,141,-2,-8,-4,0,561
437,6,5,306,14,4,-7,-264,-91,-113,1,0,437
774,15,4,602,0,9,-2,-16,-33,120,1,0,774
609,9,12,657,0,3,4,60,-8,-39,0,0,657
135,3,12,361,10,2,0,147,53,150,-2,0,361
614,10,1,275,9,12,-2,441,-5,-11,2,0,275
550,1,12,53,0,9,5,210,128,195,3,1,550
43,6,12,362,10,2,-14,-721,-174,-221,-2,0,362
289,0,12,778,16,4,1,6,-109,-275,-3,0,778
220,0,12,564,12,12,1,-44,7,35,-3,0,564
771,4,12,673,2,12,0,-125,40,115,1,0,673
622,1,5,457,15,16,-2,-1195,-2,-7,1,0,622
695,1,2,625,8,12,-9,-592,-109,-183,0,0,695
159,6,7,335,5,14,14,488,205,300,-2,1,159
544,12,12,220,0,12,31,4128,244,380,2,1,544
59,12,12,619,0,15,7,175,89,115,-4,0,59
50,9,13,246,16,7,-9,-419,-25,-70,-1,0,246
567,12,12,642,17,7,4,92,69,65,0,0,567
707,2,6,569,1,12,28,3199,250,399,0,1,707
22,12,7,658,0,3,3,157,-43,-123,-4,0,658
319,12,12,28,12,7,-2,25,-29,-82,2,0,28
605,0,13,187,3,12,9,565,85,155,3,0,187
794,1,7,610,9,12,47,1867,138,200,1,1,794
275,9,12,10,17,12,12,432,176,216,2,0,275
196,3,12,74,5,12,-1,-90,88,105,1,0,196
667,14,12,217,14,12,0,40,-51,-1,3,0,217
293,0,13,413,16,14,-4,-5184,-97,-215,0,0,413
140,17,12,311,9,5,-3,-292,-121,-260,-2,0,311
321,5,12,685,10,8,-18,-2436,-122,-246,-2,0,685
202,17,12,407,2,12,5,-82,165,200,-1,0,202
111,9,14,681,5,12,-5,-175,-5,-25,-4,0,681
622,1,5,612,10,1,4,148,113,196,0,0,612
583,3,12,483,13,1,12,603,108,168,1,0,583
278,6,5,366,2,7,-2,-11,-30,-85,0,0,366
603,0,9,112,9,14,-8,-995,39,-20,4,0,603
385,12,12,516,10,15,-14,-2608,-87,-95,-1,0,516
234,1,11,325,12,12,3,170,34,170,-1,0,234
462,0,7,437,6,5,0,13,6,19,0,0,437
615,6,12,208,9,12,-2,290,-86,-110,3,0,615
75,5,12,543,6,16,-1,-3000,-43,-95,-3,-1,543
761,13,17,217,14,12,0,23,-54,-16,4,0,217
518,3,12,725,17,12,15,1316,180,226,-2,0,518
462,0,7,386,8,12,3,210,89,129,1,0,462
415,15,12,689,12,7,12,2195,191,230,-2,1,689
159,6,7,452,9,13,18,588,205,300,-3,1,159
504,13,5,109,3,12,2,126,-6,-30,3,0,504
128,17,12,767,15,2,-2,-110,-8,-42,-5,0,128
205,9,7,628,15,7,3,-65,136,59,-3,0,205
73,5,12,352,17,12,-137,-3785,-114,-195,-2,0,352
324,15,12,559,6,5,0,415,-71,-43,-2,0,559
318,12,12,732,6,7,-6,-82,-127,-259,-3,0,732
232,0,5,765,3,12,10,480,117,211,-4,0,232
383,17,12,444,12,7,50,1371,-29,55,-1,0,444
181,0,7,137,0,12,-1,-194,-38,-110,1,0,137
541,16,2,42,4,12,41,6430,89,197,3,1,541
453,9,13,444,12,7,-3,-104,14,30,0,0,444
651,0,16,603,0,9,-2,125,-52,-5,0,0,651
507,17,12,173,17,12,-2,-25,3,16,2,0,507
82,15,10,7,6,7,-7,145,-103,-144,0,0,7
224,16,10,656,17,12,80,3684,14,40,-3,0,656
83,15,10,694,0,16,11,2670,54,11,-4,0,83
383,17,12,761,13,17,57,1547,125,220,-3,0,383
466,17,12,510,9,11,-3,-210,-1,-4,0,0,466
569,1,12,615,6,12,-2,-274,-7,-34,0,0,569
467,17,12,369,13,12,-16,-190,13,37,1,0,467
243,17,12,169,9,12,-9,-720,-68,-45,0,0,169
724,6,14,690,12,7,0,-20,61,24,1,0,724
699,0,6,800,6,17,-1,-1490,-22,-50,-1,-1,800
192,14,7,27,12,7,-1,0,12,58,1,0,27
15,0,12,800,6,17,-10,-1851,-198,-395,-5,-1,800
113,10,12,516,10,15,-20,-2763,-177,-215,-3,0,516
344,0,12,447,0,12,3,155,112,206,-1,0,344
62,5,12,68,17,5,-8,-260,-169,-205,0,0,68
279,6,5,353,6,10,12,280,178,225,0,0,279
351,17,12,6,6,12,9,1110,-62,-5,2,0,6
439,17,12,619,0,15,1,-93,-2,-11,-1,0,619
645,11,12,642,17,7,6,355,77,90,0,0,645
602,0,9,44,6,12,-6,-126,-44,-125,4,0,44
336,5,14,538,14,12,10,312,-117,-170,-1,-1,538
317,0,8,93,12,7,-10,-840,-82,-224,2,0,93
42,4,12,396,11,12,6,232,157,183,-2,0,42
224,16,10,498,5,16,80,3460,-5,-15,-2,0,498
504,13,5,498,5,16,-5,-310,-124,-225,0,0,498
589,10,12,497,5,12,-4,-117,9,43,1,0,589
115,5,12,654,17,8,3,168,92,120,-4,0,654
162,2,7,300,12,7,19,2077,216,330,-2,0,300
43,6,12,369,13,12,-21,-426,-100,-159,-2,0,369
669,8,6,194,3,12,-3,-47,-1,-5,3,0,194
1,9,13,217,14,12,2,19,-54,-18,-1,0,217
480,12,12,200,17,4,-3,-246,-127,-110,2,0,480
41,4,12,147,3,12,-2,-170,-71,-202,0,0,147
163,14,12,16,0,7,9,900,128,285,0,1,163
351,17,12,737,6,12,5,485,-97,-107,-3,0,737
308,0,17,357,14,12,-2,-289,-12,-61,0,0,308
372,17,10,107,17,12,0,-46,-7,-37,2,0,372
288,12,12,514,3,16,-7,-1475,-94,-115,-1,0,288
526,12,12,624,8,12,4,325,180,232,-1,0,624
800,6,17,382,17,12,11,1876,230,400,3,1,382
250,17,2,292,0,12,11,1405,171,335,-1,0,250
755,4,12,424,10,12,-31,-9465,-234,-329,3,-1,424
506,9,12,80,17,13,-2,-280,-21,-61,3,0,506
766,3,12,674,2,12,-8,-845,-75,-59,1,0,766
55,0,13,82,15,10,5,-925,21,60,0,0,82
1,9,13,346,13,12,3,-34,4,16,-2,0,1
464,0,7,733,0,12,9,360,126,274,-2,0,464
186,17,3,395,14,12,6,85,109,200,-1,0,186
600,5,12,450,3,12,5,205,36,102,1,0,600
245,17,7,742,9,12,4,1290,-16,-66,-4,0,245
762,13,2,326,12,12,7,489,33,114,3,0,326
569,1,12,74,5,12,-11,-604,-86,-124,4,0,74
733,0,12,163,14,12,-17,-1195,-266,-480,5,-1,163
353,6,10,707,2,6,-25,-3060,-245,-375,-2,-1,707
27,12,7,739,4,12,1,11,-78,-109,-5,0,27
30,13,12,214,1,7,30,629,76,33,-1,0,214
660,9,16,265,17,12,-10,-770,-90,-91,3,-1,660
22,12,7,504,13,5,4,70,62,49,-3,0,22
768,15,2,84,6,12,15,2400,100,111,5,0,84
652,9,13,699,0,6,-14,-450,-189,-256,0,0,699
412,16,14,791,7,2,7,1945,98,175,-3,0,791
694,0,16,641,14,12,-7,129,-52,-6,0,0,694
261,12,12,18,0,13,6,655,100,285,1,0,261
198,9,12,445,12,12,-1,-142,171,240,-2,0,198
104,15,10,415,15,12,71,-200,-184,-195,-2,-1,104
105,14,12,515,12,12,-7,-1076,-114,-187,-3,0,515
522,9,12,1,9,13,3,186,120,207,3,0,522
734,0,12,391,9,7,-17,-916,-86,-247,3,0,391
134,11,14,723,6,12,4,261,16,46,-5,0,134
100,8,13,677,11,12,2,-1479,-118,-175,-4,0,677
614,10,1,637,14,12,8,783,97,129,0,0,614
114,10,12,694,0,16,7,120,-20,-59,-4,0,694
64,6,12,94,17,12,-4,-710,5,25,0,0,64
267,15,10,111,9,14,8,1495,79,85,1,0,267
352,17,12,490,12,7,140,3961,31,89,-1,0,490
451,3,12,698,0,6,3,132,163,163,-1,0,451
726,17,12,94,17,12,-5,-791,77,80,5,0,726
560,6,5,792,7,2,1,650,51,-7,-1,0,792
606,0,13,257,5,12,11,1525,59,30,3,0,606
199,17,4,333,16,15,-17,-3515,-151,-280,-1,0,333
641,14,12,793,4,12,-20,-1949,-85,-190,-1,-1,793
180,0,7,199,17,4,6,23,-35,15,0,0,180
167,9,12,117,12,12,-3,-591,-13,-67,1,0,167
646,11,12,287,12,12,9,400,185,295,2,0,646
61,17,12,722,6,12,13,672,114,193,-5,0,61
463,0,7,420,2,14,-17,-545,-221,-356,1,-1,420
753,4,12,563,17,12,-13,-941,-170,-187,1,0,563
273,9,12,325,12,12,-1,-60,10,50,0,0,273
187,3,12,725,17,12,0,-50,-22,-109,-4,0,725
635,12,12,791,7,2,0,-5,116,225,-1,0,635
370,15,14,191,4,7,4,1648,19,35,1,0,370
212,14,12,31,3,12,5,205,72,205,1,0,212
474,8,7,96,13,12,3,-150,109,173,3,0,474
360,10,12,625,8,12,-10,-615,-111,-193,-2,0,625
538,14,12,152,15,17,-2,-112,190,225,3,1,538
262,12,12,744,5,1,-6,-892,435,45,-4,0,744
493,2,10,426,2,7,-56,-1505,-162,-270,1,-1,426
612,10,1,406,17,12,1,65,-58,-38,2,0,406
152,15,17,569,1,12,1,14,15,74,-4,0,569
553,12,12,40,13,10,18,2580,97,215,3,1,553
335,5,14,131,17,14,-5,-688,-126,-240,2,0,131
309,0,7,153,15,17,-5,-369,-14,-81,2,0,153
238,6,15,15,0,12,1,451,79,205,1,0,15
506,9,12,404,17,12,-4,44,-11,-31,1,0,404
380,15,0,473,8,7,3,113,1,7,-1,0,380
405,17,15,418,2,14,-4,-166,-100,-115,0,-1,418
273,9,12,52,0,9,2,-4,5,25,2,0,52
227,4,12,364,9,1,1,-287,-8,-25,-1,0,364
540,14,12,509,17,7,-7,-647,192,235,0,1,540
567,12,12,625,8,12,-8,-618,-39,-113,0,0,625
559,6,5,633,1,12,-6,-256,-33,-92,0,0,633
422,17,12,6,6,12,34,3330,160,265,2,1,422
246,16,7,676,11,12,-9,-2095,-14,-20,-3,0,246
235,12,12,680,10,3,-1,-22,-99,-141,-3,0,235
764,17,12,450,3,12,4,48,-27,137,2,0,450
402,17,12,285,1,12,-1,389,13,125,0,0,285
161,2,12,361,10,2,29,12,28,80,-2,0,361
333,16,15,188,4,12,18,3570,195,312,1,0,333
251,10,12,664,3,12,3,332,11,55,-3,0,251
166,14,12,607,9,4,1,34,214,320,-4,0,166
11,17,12,360,10,12,3,75,84,115,-2,0,11
417,16,12,793,4,12,-11,-100,-45,-100,-3,0,793
226,4,12,203,9,7,2,73,10,50,0,0,203
773,3,4,281,17,12,-2,-54,89,121,3,0,773
657,0,3,548,17,12,-3,-25,-152,-161,1,0,548
550,1,12,331,16,15,11,-95,204,270,1,1,550
266,15,10,698,0,6,-5,432,-12,-60,-3,0,698
623,14,7,451,3,12,0,-280,-63,-33,1,0,623
179,12,7,636,14,12,12,350,100,152,-3,0,179
489,12,12,511,9,11,-16,-1111,-63,-274,0,0,511
557,9,12,435,9,10,11,-2470,2,3,1,0,557
240,11,10,141,17,7,-54,-1792,-31,-90,1,0,141
685,10,8,372,17,10,24,3281,111,195,2,0,372
264,6,12,213,1,12,11,1710,77,55,0,1,264
542,17,2,77,9,13,32,3296,169,290,3,1,542
228,17,13,174,17,12,-6,-211,-54,25,0,0,228
291,0,7,485,16,14,5,-321,118,95,-1,0,291
121,10,15,303,17,7,7,920,16,55,-2,0,121
136,6,12,39,13,12,4,250,45,130,0,0,136
433,9,12,418,2,14,-10,-298,-206,-282,1,-1,418
120,10,15,463,0,7,7,1095,20,101,-3,0,120
273,9,12,620,0,15,-9,-1950,-108,-165,-2,0,620
39,13,12,719,9,12,5,105,65,52,-5,0,39
364,9,1,657,0,3,12,768,102,156,-2,0,657
735,0,7,560,6,5,-4,-1330,-53,-117,1,0,735
436,6,12,70,14,12,-8,-503,-78,-91,3,0,70
522,9,12,688,12,12,-6,-691,12,35,-1,0,522
646,11,12,637,14,12,6,395,104,145,0,0,646
577,14,12,750,16,8,-2,188,-99,-156,-1,0,750
237,6,12,601,0,9,4,325,-12,-60,-3,0,601
150,15,17,346,13,12,0,-28,11,53,-2,0,346
452,9,13,678,0,12,-2,-65,-5,-25,-1,0,678
352,17,12,401,11,17,131,2474,-64,-30,0,0,401
542,17,2,186,17,3,30,3135,145,220,2,1,542
569,1,12,273,9,12,-1,51,-6,-29,2,0,273
361,10,2,629,15,7,-3,-167,-58,-227,-2,0,629
339,3,12,662,16,12,9,-108,12,35,-2,0,339
332,16,15,741,9,12,0,890,81,80,-3,0,741
630,13,12,576,17,12,-4,20,-108,-169,0,0,576
268,15,1,520,4,7,5,1640,25,55,-2,0,520
255,12,12,773,3,4,10,558,-63,-181,-4,0,773
765,3,12,28,12,7,-7,-320,-97,-153,5,0,28
680,10,3,589,10,12,4,25,99,143,0,0,589
239,11,10,117,12,12,-8,-590,-27,-135,1,0,239
569,1,12,700,16,5,-17,-2399,-205,-299,0,-1,700
157,11,7,273,9,12,12,504,199,270,-2,1,157
691,1,7,541,16,2,-49,-6740,-232,-310,1,-1,541
224,16,10,384,12,12,89,3992,32,90,-1,0,384
652,9,13,242,17,12,-4,-110,-1,-6,3,0,652
792,7,2,159,6,7,-5,250,-74,-45,5,-1,792
77,9,13,739,4,12,8,55,7,19,-5,0,77
106,14,12,418,2,14,2,356,-101,-117,-2,-1,418
62,5,12,539,14,12,2,277,-200,-275,-3,-1,539
437,6,5,149,12,12,1,-145,63,10,3,0,437
502,13,0,468,9,12,4,87,11,55,0,0,502
285,1,12,171,6,12,-4,-54,-86,-185,1,0,171
450,3,12,43,6,12,3,206,67,64,3,0,43
51,9,13,157,11,7,-5,-368,-40,-90,0,-1,157
259,3,12,310,9,12,2,190,13,65,-1,0,259
693,6,12,181,0,7,0,224,32,94,3,0,181
179,12,7,600,5,12,2,-102,-5,-23,-3,0,600
291,0,7,648,12,9,-9,-641,12,-80,-2,0,648
453,9,13,739,4,12,7,136,102,144,-2,0,453
126,17,12,444,12,7,-8,-169,-159,-190,-3,0,444
281,17,12,464,0,7,-8,-309,-104,-164,-1,0,464
447,0,12,339,3,12,-12,-380,-127,-281,1,0,339
693,6,12,232,0,5,-1,40,-6,-16,3,0,232
372,17,10,259,3,12,-2,-216,-14,-72,1,0,259
339,3,12,658,0,3,7,259,1,3,-2,0,658
61,17,12,424,10,12,-18,-8734,-127,-170,-2,-1,424
507,17,12,573,6,12,-2,-40,3,14,-1,0,507
331,16,15,166,14,12,0,560,-204,-270,2,0,166
325,12,12,259,3,12,0,-125,-20,-100,1,0,259
104,15,10,412,16,14,76,75,-70,-35,-2,0,104
681,5,12,450,3,12,0,-105,-57,-13,1,0,681
796,15,4,82,15,10,-3,-962,133,210,5,1,796
290,0,12,675,11,12,1,15,11,-100,-2,0,675
264,6,12,117,12,12,9,1325,184,195,1,1,264
679,0,12,262,12,12,-7,-215,-435,-45,3,0,679
87,17,14,464,0,7,4,400,6,16,-3,0,464
575,17,12,656,17,12,-6,-181,-102,-154,0,0,656
701,15,5,106,14,12,3,1844,92,97,4,1,701
484,13,1,306,14,4,-6,-104,-65,-39,1,0,484
463,0,7,679,0,12,-5,-198,-124,-251,-1,0,679
57,10,12,74,5,12,-8,-372,7,0,0,0,57
440,17,12,490,12,7,3,211,-2,-6,0,0,490
584,15,12,175,17,12,-19,-708,-183,-250,3,0,175
136,6,12,176,12,12,5,385,130,280,-1,0,136
676,11,12,49,9,13,21,2546,113,165,4,0,676
557,9,12,357,14,12,26,324,172,198,2,0,557
95,17,11,304,14,4,13,1134,126,277,-2,0,95
37,13,10,640,14,12,7,520,97,135,-4,0,37
31,3,12,434,9,12,-7,-910,-30,-85,-3,0,434
80,17,13,619,0,15,13,405,115,190,-4,0,80
769,15,11,531,11,8,0,-14,-96,-118,2,0,531
26,12,12,612,10,1,0,33,87,121,-4,0,26
657,0,3,661,16,12,-2,-204,4,19,0,0,657
610,9,12,708,2,3,-18,-3287,-138,-200,0,-1,708
288,12,12,70,14,12,-8,-240,7,20,2,0,70
589,10,12,766,3,12,-7,-125,-102,-153,-1,0,589
776,2,12,626,17,15,1,10,87,97,1,0,776
650,0,12,271,6,7,-33,-1931,-243,-365,3,-1,271
504,13,5,312,12,12,-1,-10,4,20,1,0,504
452,9,13,116,5,12,-12,-490,-103,-175,3,0,116
723,6,12,659,9,16,4,-43,82,104,1,0,723
200,17,4,687,1,16,-8,-415,17,-70,-3,0,687
632,1,12,735,0,7,-5,-45,-119,-81,-1,0,735
43,6,12,619,0,15,3,-46,-5,-26,-4,0,43
765,3,12,498,5,16,-7,-480,-126,-236,2,0,498
370,15,14,415,15,12,-7,-620,-100,-140,0,-1,370
399,11,17,189,12,4,5,385,16,80,1,0,399
640,14,12,19,0,13,-4,-215,-48,-25,4,0,19
101,8,13,163,14,12,-4,-1219,-164,-275,0,-1,163
107,17,12,729,12,10,-6,-359,-83,-98,-5,0,729
480,12,12,214,1,7,0,18,-19,-95,2,0,214
548,17,12,204,9,7,-2,21,97,140,2,0,204
229,0,16,591,12,12,7,870,-215,55,-3,0,229
599,5,12,159,6,7,-7,-45,-98,-115,4,-1,159
726,17,12,186,17,3,-6,-116,-19,-55,4,0,726
83,15,10,463,0,7,11,2945,174,251,-3,0,463
379,15,9,128,17,12,9,454,109,175,2,0,128
341,3,12,596,17,12,-1,-3,83,111,-2,0,341
146,17,12,621,1,5,4,172,114,177,-4,0,146
668,14,12,140,17,12,1,245,130,285,4,0,668
542,17,2,184,13,7,24,2610,65,145,2,1,184
252,10,12,541,16,2,-43,-5630,-131,-180,-2,-1,541
127,17,12,146,17,12,2,-40,-30,-85,0,0,127
791,7,2,216,8,12,-2,70,-38,-190,4,0,216
412,16,14,727,17,1,-3,1625,-92,-110,-3,0,727
493,2,10,589,10,12,11,475,78,82,-1,0,493
268,15,1,677,11,12,9,540,90,115,-3,0,268
52,0,9,554,14,6,-1,14,-213,-315,-4,-1,554
470,17,12,11,17,12,-7,-162,-77,-80,3,0,11
267,15,10,549,17,12,9,1506,-126,-190,-2,0,549
638,14,12,104,15,10,-73,-1660,144,105,4,0,104
401,11,17,468,9,12,10,1473,184,255,-1,0,401
169,9,12,721,9,5,2,105,-3,-5,-4,0,169
590,10,16,22,12,7,-4,104,56,159,4,0,590
733,0,12,720,9,12,-4,-265,-102,-205,0,0,720
502,13,0,755,4,12,4,85,-2,-11,-2,0,502
359,12,12,320,12,12,-4,-790,-95,-130,0,0,320
586,15,12,290,0,12,11,2500,160,310,2,0,586
363,9,12,217,14,12,-1,463,-51,-1,1,0,217
508,17,12,567,12,12,3,93,31,90,-1,0,508
363,9,12,295,17,9,-8,188,-52,-5,0,0,295
769,15,11,11,17,12,3,27,-70,-43,5,0,11
347,13,12,192,14,7,15,780,99,147,1,0,192
49,9,13,559,6,5,-5,-501,-82,-98,-4,0,559
141,17,7,663,16,12,59,1540,-45,20,-4,0,663
569,1,12,338,3,12,-2,-51,-3,-14,2,0,569
422,17,12,239,11,10,41,3455,252,420,1,1,422
360,10,12,702,9,5,-13,-1850,-203,-290,-2,-1,702
462,0,7,680,10,3,2,123,-17,-47,-1,0,462
653,9,13,681,5,12,-3,-95,92,114,0,0,681
369,13,12,636,14,12,23,467,102,168,-2,0,369
345,9,13,745,12,12,-9,-260,-25,-72,-3,0,745
159,6,7,296,17,9,5,50,45,100,-2,1,159
329,16,4,746,14,12,3,80,62,25,-3,0,746
483,13,1,104,15,10,-84,-1908,-11,-56,3,0,483
345,9,13,613,10,1,-7,-314,17,49,-2,0,613
196,3,12,765,3,12,9,555,172,221,-4,0,765
766,3,12,409,2,7,-5,-816,-102,-119,3,0,766
83,15,10,391,9,7,-6,2000,62,35,-2,0,391
519,6,12,467,17,12,5,345,70,45,0,0,467
674,2,12,579,12,7,15,1034,190,276,0,0,674
593,5,12,482,14,12,4,119,4,20,1,0,482
644,11,12,677,11,12,-7,-1423,-119,-180,0,0,677
389,8,12,385,12,12,-2,-70,-95,-145,0,0,385
171,6,12,689,12,7,4,85,72,55,-3,0,171
428,16,14,339,3,12,-12,-391,104,125,0,1,339
555,9,12,268,15,1,-14,-1939,-208,-292,3,0,555
613,10,1,321,5,12,0,-530,76,114,2,0,613
679,0,12,354,6,10,-11,-1947,12,35,2,0,354
96,13,12,363,9,12,5,-213,-2,-10,-2,0,363
26,12,12,73,5,12,-1,-10,84,108,0,0,26
589,10,12,105,14,12,-7,-239,0,0,4,0,589
79,17,13,412,16,14,-3,-1570,-80,-85,-2,0,79
271,6,7,601,0,9,35,1965,244,370,-3,1,271
465,3,12,255,12,12,-8,-541,54,155,2,0,465
735,0,7,407,2,12,6,-251,125,111,3,0,735
654,17,8,139,12,12,-2,-554,-105,-155,4,0,139
188,4,12,793,4,12,-27,-2120,-262,-462,-4,-1,793
65,6,12,259,3,12,13,1315,122,195,-1,0,259
77,9,13,356,6,12,5,-740,-28,-80,-2,0,77
619,0,15,171,6,12,-6,-45,-77,-80,3,0,171
409,2,7,753,4,12,13,1021,202,259,-3,0,753
313,12,12,585,15,12,5,-555,17,50,-2,0,585
390,8,12,393,1,12,4,-164,-4,-10,0,0,393
411,16,14,626,17,15,-1,787,-11,-55,-2,0,411
436,6,12,77,9,13,-5,-2,-75,-81,3,0,436
59,12,12,298,9,1,0,40,35,100,-2,0,59
679,0,12,723,6,12,-2,108,30,86,-1,0,679
54,0,13,564,12,12,5,184,10,50,-4,0,54
624,8,12,684,10,8,-5,-905,0,0,0,0,684
384,12,12,640,14,12,-3,-72,17,50,-2,0,384
108,17,12,725,17,12,10,530,103,161,-5,0,108
333,16,15,175,17,12,-2,2712,0,0,1,0,175
279,6,5,348,17,1,11,312,178,225,0,0,279
563,17,12,59,12,12,5,626,84,88,4,0,59
352,17,12,179,12,7,129,3572,17,58,1,0,179
439,17,12,565,12,12,-7,-218,-84,-106,-1,0,565
285,1,12,662,16,12,-1,-374,-98,-220,-2,0,662
575,17,12,5,6,12,0,50,1,7,4,0,5
564,12,12,393,1,12,-7,-354,-112,-210,2,0,393
160,2,12,117,12,12,6,-622,-17,-85,0,0,160
708,2,3,719,9,12,25,3360,243,367,-1,1,708
137,0,12,30,13,12,-20,-100,18,62,0,0,137
329,16,4,226,4,12,0,37,73,80,1,0,329
550,1,12,733,0,12,12,480,230,400,-2,1,550
692,1,7,662,16,12,6,-115,25,70,0,0,692
675,11,12,300,12,7,2,62,7,35,2,0,300
606,0,13,395,14,12,19,1865,166,225,2,0,606
462,0,7,612,10,1,2,81,90,132,-1,0,462
756,4,12,647,12,9,2,-145,101,145,1,0,647
678,0,12,15,0,12,-3,-22,-11,100,4,0,15
796,15,4,561,17,12,2,29,208,292,1,1,796
369,13,12,299,9,1,14,-71,-56,-22,0,0,299
288,12,12,453,9,13,-4,180,-85,-95,-1,0,288
452,9,13,588,14,7,-7,-93,-93,-145,-1,0,588
645,11,12,265,17,12,-9,-1460,-123,-185,3,-1,265
48,13,7,651,0,16,6,220,-14,-40,-4,0,48
776,2,12,113,10,12,4,110,94,132,5,0,776
794,1,7,649,3,7,54,1980,156,252,1,1,649
83,15,10,282,17,10,7,2720,81,90,-2,0,282
211,17,10,630,13,12,8,440,85,101,-3,0,630
622,1,5,755,4,12,7,265,103,147,-1,0,622
157,11,7,576,17,12,7,264,87,82,-4,1,576
599,5,12,757,1,14,9,520,105,177,-1,0,757
332,16,15,262,12,12,-6,732,-457,-110,1,0,332
210,17,10,231,0,15,-2,-120,-135,-295,0,0,210
652,9,13,541,16,2,-52,-6820,-247,-386,1,-1,541
133,0,7,84,6,12,5,260,18,90,0,0,133
136,6,12,661,16,12,10,235,113,195,-4,0,136
764,17,12,354,6,10,-6,-1847,-61,40,3,0,764
76,9,13,457,15,16,-6,-1455,-113,-195,-3,0,457
780,8,9,396,11,12,8,542,106,174,3,0,780
296,17,9,669,8,6,12,519,161,205,-2,0,296
725,17,12,507,17,12,-1,0,-3,-16,2,0,725
474,8,7,742,9,12,-5,-760,-12,-33,-2,0,474
411,16,14,28,12,7,-6,572,-95,-142,2,0,28
108,17,12,780,8,9,-2,-110,0,1,-5,0,108
434,9,12,627,17,15,-1,160,-31,-90,-1,0,434
141,17,7,489,12,12,59,2106,79,320,-3,0,141
312,12,12,16,0,7,-3,-80,-122,-115,2,0,16
474,8,7,326,12,12,1,-176,34,118,1,0,326
243,17,12,553,12,12,-23,-2915,-156,-240,-2,-1,553
141,17,7,271,6,7,27,360,-117,-140,-1,-1,271
129,17,12,267,15,10,1,-1130,14,40,-1,0,129
96,13,12,198,9,12,5,242,-156,-165,-1,0,198
201,15,12,773,3,4,10,358,-7,-21,-4,0,773
682,5,12,21,12,7,11,337,129,259,4,0,682
565,12,12,300,12,7,8,247,93,150,2,0,300
396,11,12,448,0,12,-3,-87,-74,-84,-1,0,448
323,12,4,208,9,12,-6,-65,-111,-235,1,0,208
538,14,12,74,5,12,-12,-702,119,175,3,1,538
562,17,12,374,17,12,2,130,83,105,2,0,562
146,17,12,312,12,12,2,50,128,245,-2,0,146
445,12,12,732,6,7,-7,-45,-125,-249,-2,0,732
726,17,12,389,8,12,-2,-41,83,110,3,0,726
158,3,7,246,16,7,-1,21,98,115,-1,1,158
344,0,12,86,17,14,-6,-183,88,85,2,0,86
245,17,7,754,4,12,13,2045,8,3,-4,0,245
406,17,12,102,8,13,-9,-318,-109,-170,2,0,102
153,15,17,736,6,12,7,270,99,126,-5,0,153
118,13,12,134,11,14,-8,-396,-91,-115,0,0,134
106,14,12,121,10,15,-3,-444,-1,-2,0,0,106
117,12,12,492,2,10,5,450,17,85,-3,0,492
87,17,14,37,13,10,3,185,-55,-15,0,0,37
604,0,13,295,17,9,-8,-272,-67,-80,2,0,604
440,17,12,76,9,13,1,190,82,105,3,0,440
158,3,7,209,0,7,4,146,183,190,-1,1,158
227,4,12,729,12,10,4,63,10,27,-4,0,729
458,0,12,344,0,12,-4,-143,-106,-176,1,0,344
133,0,7,158,3,7,-1,34,-161,-80,0,-1,133
541,16,2,628,15,7,49,6735,235,279,-1,1,541
612,10,1,486,16,14,-6,-1718,-117,-208,1,0,612
250,17,2,111,9,14,14,1495,178,215,1,0,250
127,17,12,478,8,12,3,206,-19,-55,-3,0,478
