Type 1_first,Type 2_first,Type 1_second,Type 2_second,Height_diff,Weight_diff,Experience_diff,Total_stats_diff,Generation_diff,Legendary_diff,Winner
9,5,2,7,5,974,-9,-20,2,1,1
3,12,9,12,17,772,177,240,1,0,1
5,12,10,8,-12,-2000,58,22,-4,0,0
11,10,12,12,-5,-275,-191,-285,-2,0,0
6,12,11,12,6,277,113,195,-2,0,1
12,7,12,7,13,388,109,197,-2,0,1
6,12,9,12,6,232,148,345,-1,0,1
6,12,12,12,2,-150,-99,-130,-3,0,0
15,7,6,12,10,295,115,257,2,0,1
8,6,15,12,1,-677,97,130,0,0,0
0,7,9,12,0,35,11,31,1,0,1
0,12,1,6,-8,-173,-24,-100,1,0,0
5,12,10,12,9,535,161,175,3,0,1
15,5,12,12,14,2400,211,330,1,1,1
14,12,17,11,-2,-1040,-42,-120,1,0,0
6,5,15,12,-7,-2045,-86,-97,0,0,1
17,10,12,12,-2,-159,-68,-10,-2,0,0
5,12,6,12,2,260,-31,-90,0,0,0
14,12,6,12,-4,-140,-24,-69,0,0,0
17,12,14,12,0,-120,-28,-80,-4,0,1
0,16,13,12,-2,30,-2,-5,4,0,0
12,9,6,5,-3,0,-75,-70,2,0,1
16,2,15,17,41,5870,131,180,-2,1,1
0,12,11,12,-6,-398,-90,-135,-2,0,1
15,17,11,12,-5,-880,10,51,-5,0,1
17,12,14,12,-6,-202,-119,-200,2,0,0
1,14,12,12,3,267,0,0,2,0,0
6,12,9,4,-3,28,-107,-173,1,0,0
5,7,14,7,6,195,111,180,4,0,1
13,1,2,10,-4,-180,24,69,0,0,1
10,12,15,14,-8,-1475,-97,-120,-2,0,0
10,12,15,14,-2,-1245,-3,10,-2,0,0
10,12,17,2,-14,-1455,-179,-220,-1,0,0
17,12,12,12,-9,-333,-94,-128,1,0,0
9,12,0,7,-4,-3,-104,-139,1,0,0
14,4,17,13,11,445,145,88,1,0,0
6,12,12,7,-1,-99,-99,-131,-2,0,0
9,4,17,14,-5,-294,105,165,4,0,1
2,12,14,12,1,534,-100,-115,1,0,0
14,4,0,16,-2,-128,-76,-217,-2,0,0
3,12,12,12,6,806,155,290,2,0,1
2,12,6,12,4,825,27,60,2,0,0
9,12,1,14,1,15,4,22,-3,0,1
9,13,10,8,-8,-2300,67,42,-4,0,1
14,12,17,12,0,-68,42,-95,-4,0,0
8,7,0,13,-11,-113,-88,-102,3,0,0
2,7,6,12,17,2038,208,291,-3,0,1
14,12,12,12,-8,-597,-19,-95,4,0,0
9,13,1,12,1,-31,106,244,2,0,0
1,2,12,12,10,1235,191,205,4,0,1
12,12,11,12,11,-680,-8,5,-4,0,0
8,12,12,12,4,-304,-66,-45,-2,0,0
8,12,1,14,2,-12,1,7,-3,0,0
15,12,10,12,12,2265,166,185,3,0,0
2,11,1,2,16,2750,150,240,0,1,1
10,12,15,17,25,9150,129,175,2,1,1
17,12,6,12,4,126,82,106,0,0,0
9,7,12,12,-1,-34,-12,-60,-2,0,0
9,12,10,16,13,882,9,27,-1,0,0
14,12,17,7,-3,-60,17,85,3,0,0
6,12,1,6,5,1200,19,55,-1,0,0
12,12,12,7,5,1151,-38,30,0,0,0
9,12,3,12,8,118,100,159,1,0,0
16,14,8,12,2,1745,16,45,1,0,0
12,12,12,14,0,-275,-14,-40,0,0,0
17,10,15,7,-6,-150,-43,-183,0,0,0
12,12,15,12,7,505,19,95,-3,0,1
12,12,6,14,1,556,-68,-44,-1,0,0
13,17,0,12,2,37,8,125,3,0,1
17,9,12,12,-5,-379,-82,-140,0,0,0
6,10,9,12,2,1678,-78,-70,0,0,1
17,12,12,7,-11,-325,-150,-149,3,0,0
12,7,13,12,-10,-602,-4,-37,0,0,1
17,12,12,12,18,563,92,110,-1,0,0
17,9,6,7,8,390,82,98,-3,0,0
0,12,3,12,6,195,22,64,3,0,0
0,12,3,12,3,73,-70,-200,0,0,0
17,15,16,12,-7,-1240,-88,-85,2,-1,0
13,1,5,12,-10,-288,-93,-126,2,0,1
11,14,8,12,-4,-90,2,10,-1,0,1
9,12,6,12,4,91,101,133,3,0,1
15,16,4,12,3,565,2,9,-2,0,1
6,12,5,12,4,220,12,62,-5,0,1
5,12,12,12,-8,-905,-110,-265,2,0,0
15,10,2,10,-3,-5,0,0,-3,0,0
10,12,17,12,-7,-185,-78,-85,-1,0,0
9,12,11,12,-22,-2510,-114,-172,1,0,0
13,12,15,16,30,80,87,88,-3,0,1
0,17,17,10,-10,-603,-175,-240,-2,0,0
3,12,3,12,1,57,6,32,-1,0,1
17,12,2,7,-3,24,-30,-85,1,0,0
10,2,6,7,-6,-752,-121,-194,2,0,0
17,12,1,12,-2,-25,-39,-112,3,0,0
6,7,9,13,4,140,-6,-18,3,0,1
3,12,1,6,-6,-217,-47,-135,0,0,0
3,12,0,12,6,266,173,261,-3,0,1
10,12,12,12,-6,-70,-11,-53,-2,0,1
15,17,11,7,-12,-244,-200,-274,5,-1,0
12,7,2,12,9,221,158,185,-2,0,1
15,17,12,12,8,80,26,75,-2,0,0
9,12,0,7,1,22,36,101,0,0,1
12,4,17,1,-5,-198,-19,-95,-1,0,0
14,12,3,12,9,243,0,0,-1,0,0
15,17,12,12,1,67,-76,-65,-2,0,0
14,7,8,9,5,35,87,116,-1,0,1
5,12,14,12,0,30,-95,-180,-3,0,0
6,12,17,12,7,371,133,295,-2,0,1
17,12,4,12,7,300,105,154,-2,0,1
11,12,0,12,1,155,4,11,1,0,0
12,12,10,3,-2,-35,0,-1,0,0,1
17,10,11,14,4,110,73,79,3,0,1
6,12,2,7,-15,-1886,-197,-235,1,0,1
15,9,8,6,7,207,16,80,-2,0,1
10,14,12,7,12,1059,122,236,-2,0,1
6,12,15,10,-83,-2021,-15,-76,1,0,0
12,12,17,12,-7,85,-14,-40,-1,0,1
6,12,12,7,3,118,18,91,0,0,1
14,12,4,7,-3,-29,119,175,2,1,1
9,12,9,1,-5,-240,-75,-120,0,0,0
12,12,15,17,5,-80,-28,-80,1,0,1
17,1,14,12,3,408,-64,-40,2,0,0
13,12,4,12,1,73,16,84,1,0,1
12,12,10,12,1,-867,-7,-20,2,0,1
15,9,15,4,3,150,-199,-245,-3,-1,0
4,12,12,17,4,172,14,40,-2,0,0
16,12,5,14,-10,-105,-84,-110,2,0,0
8,6,9,12,0,88,50,-5,1,0,0
17,12,4,12,60,1615,121,199,-3,0,1
9,13,6,7,-1,-55,28,82,-1,0,0
16,12,12,14,-9,395,75,65,3,0,1
17,13,17,12,-4,-61,48,230,1,0,1
5,12,9,1,-3,-70,-77,-130,-1,0,0
12,12,7,2,-3,-95,-15,-45,-4,0,0
12,12,0,12,6,304,185,340,1,0,1
17,12,8,6,10,322,45,225,1,0,1
2,6,10,12,24,2805,240,350,1,1,1
17,9,1,5,1,25,-52,-148,-2,0,0
6,5,9,11,-1,-285,75,71,0,0,1
12,12,3,12,1,59,-18,-90,2,0,1
14,12,9,1,0,65,51,145,2,0,0
17,12,14,12,-8,-195,-79,-91,-1,0,1
13,1,12,12,-2,-375,-4,-11,2,0,0
12,7,11,12,-3,-154,-114,-175,1,0,0
9,12,6,12,8,135,85,85,-2,0,0
17,12,17,12,-2,-125,-85,-113,-3,0,1
17,12,12,12,-5,60,-10,-30,-1,0,1
1,8,16,12,2,-100,73,80,-2,0,0
11,12,17,14,2,-225,59,15,4,0,0
17,12,13,12,-24,-485,-99,-153,-2,0,0
12,12,14,12,6,203,424,15,0,0,0
6,12,0,12,-1,-30,-10,104,-2,0,1
12,7,3,12,-15,-1369,-187,-262,2,0,0
11,12,12,12,-9,-1141,4,10,0,0,1
2,7,15,12,61,1045,169,290,-2,1,1
8,9,10,12,-3,-80,4,19,3,0,1
9,12,3,12,10,1076,19,54,-2,0,1
10,12,9,12,8,2842,42,120,2,0,0
14,12,0,6,4,568,198,240,-1,0,1
14,12,2,7,-8,-203,89,90,1,1,1
10,15,17,12,16,2632,177,215,3,0,0
15,10,14,7,8,1030,73,70,-1,0,0
7,2,1,8,0,-30,-84,-135,3,0,1
3,12,17,14,10,5,50,-5,4,0,1
0,6,17,3,4,235,87,90,3,0,1
15,10,16,14,75,230,-98,-115,-3,0,0
6,12,1,5,5,72,72,57,-4,0,1
9,12,17,12,14,452,176,216,-3,0,1
12,12,0,16,0,15,-49,-110,-2,0,0
10,1,17,12,-3,-138,-126,-233,4,0,0
9,12,0,13,2,-15,77,220,1,0,0
5,12,12,12,2,22,11,30,1,0,0
6,12,12,12,-7,-556,-15,-77,4,0,1
12,12,6,10,-14,-2084,-110,-205,2,0,1
8,12,14,12,13,296,101,165,-2,0,1
17,14,2,7,-54,-1280,-134,-190,-2,-1,0
15,7,13,12,-7,0,-101,-89,4,0,1
2,12,17,10,14,970,201,330,3,0,1
5,12,10,12,1,-800,-33,-95,3,0,0
17,12,1,7,-50,-1800,-164,-275,-2,-1,0
3,12,17,12,4,75,105,165,1,0,1
12,12,12,12,-3,615,27,75,0,0,1
2,10,15,10,7,-570,126,190,2,0,1
12,9,14,12,3,169,-3,-8,4,0,1
12,12,0,7,-1,-118,-76,-64,-2,0,1
9,1,16,10,-79,-3226,-13,-35,1,0,1
17,16,13,12,5,750,67,40,3,0,0
1,16,6,15,-3,-448,-83,-70,3,0,1
14,12,14,12,5,151,103,154,3,0,0
9,7,6,12,-5,-415,34,-35,1,0,1
17,12,12,12,1,15,19,55,3,0,0
0,3,6,15,0,-407,14,62,3,0,1
9,5,9,12,5,737,71,50,1,0,0
9,1,17,12,6,249,-97,-140,-1,0,0
17,7,17,7,59,2255,135,270,-2,0,0
9,13,12,12,-26,-3095,-162,-256,1,-1,0
16,10,0,12,89,3971,140,315,1,0,1
17,1,17,10,1,-72,-81,-100,0,0,1
0,12,12,12,1,-85,-107,-151,0,0,0
0,12,14,9,-4,-16,-225,-376,2,0,0
0,12,1,12,-5,-371,-91,-260,-2,0,0
0,13,5,12,0,-25,11,-100,-4,0,0
12,12,12,7,-1,56,175,-38,-4,0,0
16,14,0,12,7,1693,24,100,1,0,1
10,8,6,10,3,680,0,-2,2,0,0
14,12,11,17,7,461,212,310,1,0,1
17,12,17,14,11,528,176,215,1,0,1
9,12,12,7,-1,-115,-75,-120,-1,0,0
0,7,12,12,4,-2,1,5,-1,0,1
17,12,6,12,2,62,54,20,0,0,1
5,12,4,12,11,495,114,220,3,0,1
3,12,13,7,-8,-250,59,30,0,0,1
14,12,10,1,5,106,98,139,0,0,0
3,12,12,17,-2,-17,-85,-115,1,0,1
11,12,17,12,-6,140,-32,-90,2,0,1
0,6,2,14,2,60,-22,-50,2,-1,0
12,12,9,13,-4,986,-59,0,3,0,1
12,7,9,13,-4,-52,-8,-40,5,0,1
0,7,4,12,1,46,-81,-127,-2,0,1
1,7,4,12,3,81,-56,-1,-1,0,1
15,10,17,3,83,1980,11,55,-1,0,1
11,12,14,6,4,219,-86,-75,-1,-1,0
8,7,4,12,-2,-63,-43,25,3,0,1
0,13,5,12,-2,-39,-6,-125,-2,0,0
9,14,12,12,11,1053,56,150,-4,0,0
17,12,9,12,-6,-40,-17,-49,0,0,1
17,15,13,1,6,42,104,156,-1,0,0
8,7,12,12,-9,-4450,-15,-42,3,0,0
15,12,9,14,13,2575,167,190,4,0,0
5,12,15,2,6,250,91,103,-1,0,1
12,12,17,12,0,-81,8,40,1,0,1
17,13,3,7,12,500,30,87,-4,0,0
0,16,12,7,6,1103,44,125,-2,0,0
1,12,0,12,9,433,212,310,2,1,1
12,12,8,12,-2,141,-28,-82,-3,0,0
15,11,17,12,-10,-636,-167,-168,4,0,0
0,13,11,12,-8,-1455,-83,-185,-2,-1,1
5,12,8,7,-5,60,-132,-288,-2,0,0
14,12,15,14,3,-684,109,160,1,0,1
8,12,3,12,13,705,57,163,4,0,0
13,12,17,10,-3,-519,-66,-35,-2,0,0
0,9,2,7,-12,-1001,-208,-290,2,0,0
11,12,10,3,11,1640,96,109,-2,1,1
14,12,0,7,5,196,47,105,-2,0,1
12,12,12,12,0,-30,-14,-72,0,0,1
9,13,11,7,-3,-55,46,134,3,0,0
9,12,13,7,-10,-445,-96,-139,4,0,0
0,12,3,12,-1,-176,-9,-45,3,0,0
2,6,1,14,17,2830,137,198,-1,1,1
9,12,9,13,10,482,179,230,2,0,1
9,12,16,4,-2,-57,88,110,-1,0,0
1,11,12,12,-3,-372,16,45,2,0,1
17,12,12,7,14,214,108,175,0,0,1
10,12,17,12,29,9385,240,362,0,1,1
9,13,8,12,-13,-921,-4,-10,0,0,1
12,12,3,12,-2,-135,-132,-265,2,0,0
5,12,6,12,-3,-125,-123,-220,4,0,0
0,16,10,12,-23,-8242,-139,-205,-1,-1,0
13,12,9,12,7,915,24,69,3,0,1
9,13,0,12,-5,-167,-92,-106,2,0,0
5,12,6,12,9,771,165,197,0,0,0
2,7,10,15,5,-124,201,255,2,0,1
10,12,14,12,16,2960,-86,-75,3,0,0
13,1,13,2,-8,-435,-5,-15,-2,0,1
9,16,12,12,0,-137,-119,-210,3,0,0
2,7,9,12,-6,-316,-67,-40,0,0,0
6,17,8,7,5,1800,96,102,2,1,0
0,15,12,12,-7,-175,-89,-115,4,0,0
12,12,12,12,-5,-3654,-17,-50,4,0,1
4,12,13,12,-4,-45,-4,-10,5,0,1
9,12,6,12,7,841,14,40,3,0,0
17,12,13,12,37,3320,174,305,2,1,1
16,12,0,9,3,785,172,210,0,0,1
15,0,11,12,-4,-1355,-109,-130,-2,0,0
14,12,15,17,4,-115,1,4,-5,0,1
0,12,4,12,-3,-53,-20,-100,4,0,1
15,2,14,12,16,2505,120,211,5,0,1
17,12,12,12,1,68,-85,-110,0,0,0
9,12,9,13,6,73,93,145,-2,0,0
14,12,6,7,-25,-1705,-164,-275,0,-1,0
0,12,15,12,-3,-948,-79,-100,-3,0,0
4,12,15,14,-7,-1650,-117,-222,-1,0,0
4,12,9,7,-2,25,-51,1,4,0,0
4,7,12,12,-5,-238,-5,-15,-3,0,0
12,12,9,13,-16,-950,-189,-288,5,0,0
12,12,2,14,-9,-290,120,-155,2,-1,0
12,12,10,15,-13,-2558,-94,-115,1,0,1
12,12,4,12,1,91,-44,-145,-3,0,1
0,9,17,12,-9,-186,-104,-175,-3,0,0
11,7,17,12,-1,-130,-68,-195,1,0,1
11,12,9,12,17,2384,35,80,2,0,1
17,12,12,12,0,-135,32,185,2,0,1
3,12,9,16,6,-305,3,8,0,0,0
9,12,1,7,13,984,155,120,0,0,0
3,12,12,12,-3,-65,-206,80,-4,0,1
17,12,17,2,-12,-1425,-180,-226,0,0,0
4,12,17,12,2,171,-7,-20,-3,0,0
12,12,15,1,-8,-1687,-102,-120,2,0,1
10,12,9,13,-6,-78,-85,-130,0,0,0
9,12,3,12,10,228,17,49,1,0,1
9,13,14,12,-3,-294,-4,-10,0,0,0
4,12,0,7,2,80,39,88,0,0,0
6,12,3,12,2,50,-49,-4,4,0,0
10,12,17,12,-137,-3485,-109,-170,1,0,0
1,8,10,2,-15,-710,-101,-140,0,0,0
14,12,15,1,-4,-1264,-101,-117,-1,0,1
0,15,9,13,1,133,9,45,1,0,0
17,10,0,15,-2,-120,-135,-295,0,0,1
0,12,0,7,-8,-236,-103,-182,5,0,0
9,12,12,12,2,-3,83,95,0,0,0
2,10,9,1,-6,-569,-106,-175,1,0,0
2,14,4,12,8,325,157,277,2,1,0
17,3,14,12,1,-380,-9,-27,-3,0,1
9,12,14,4,9,708,89,253,3,0,1
12,7,17,12,8,349,-61,-38,-3,0,1
12,12,5,12,-9,-380,-107,-225,-2,0,0
15,17,12,12,0,17,11,55,-4,0,0
8,12,6,12,5,-50,112,188,-2,0,1
16,14,9,13,-7,870,-61,-25,3,0,0
10,12,9,4,4,144,2,10,-2,0,1
1,7,10,14,-10,-1059,-94,-95,-1,0,1
17,1,4,7,-7,-172,-184,-240,-1,0,0
17,12,12,12,17,800,173,200,0,0,1
17,12,11,12,-2,-123,-1,-6,2,0,1
10,12,13,2,-15,-730,-107,-166,-1,0,1
12,12,10,8,-6,-745,-5,-63,-2,0,0
0,13,12,7,8,304,111,75,0,0,1
6,7,0,6,-9,-300,-114,-168,1,0,0
17,13,3,12,8,252,121,220,-4,0,1
14,12,17,12,-130,-3500,50,0,-2,0,0
12,12,6,7,-10,-195,-135,-220,2,-1,0
0,12,11,12,-3,-896,11,-99,-5,0,1
6,12,13,12,-13,55,9,26,2,0,0
10,14,13,1,1,23,-6,-29,-1,0,0
15,12,8,12,-12,-615,-111,-193,-1,0,0
14,12,11,7,-14,-551,0,0,3,0,0
15,11,2,10,13,1690,-40,111,2,0,0
0,12,2,6,-26,-3200,-234,-475,-2,-1,0
12,12,9,12,0,-16,-163,-200,-1,0,1
10,15,12,12,15,1025,114,245,-2,0,1
17,12,0,13,-22,-1942,-153,-160,-1,0,0
17,12,17,12,2,17,50,0,-1,0,1
17,14,10,16,13,391,-6,-18,-3,0,0
9,12,5,12,-5,-995,-53,-7,4,0,1
2,14,12,12,3,90,-120,155,-2,1,1
15,12,17,12,11,2505,169,201,3,0,0
9,11,16,15,13,155,22,64,1,0,1
12,7,17,14,2,32,-1,-5,0,0,1
6,5,2,12,-9,187,82,105,3,0,1
12,14,14,12,9,182,101,163,-3,0,1
17,12,15,10,-3,-1235,24,70,0,0,0
12,9,4,12,6,525,-51,-8,4,0,1
0,13,12,12,-3,-131,-9,-45,-2,0,1
5,12,12,12,11,647,82,105,-4,0,0
17,10,9,12,5,209,103,162,-2,0,1
11,17,17,3,-1,651,-17,-50,1,0,0
12,12,2,7,-1,232,-14,-38,1,0,1
17,12,5,12,10,1006,214,343,-1,1,1
3,12,11,12,4,-39,-42,-120,1,0,0
16,4,10,15,-13,-1085,-37,-105,2,0,1
8,12,17,12,-11,-743,-116,-205,2,0,0
4,12,16,15,-18,-3585,-190,-285,-1,0,0
0,7,2,7,-11,-1780,-92,-205,0,0,0
6,7,4,12,6,113,103,130,-1,1,1
16,12,16,10,-89,-3790,-119,-210,3,0,0
5,12,14,12,6,249,97,135,2,0,0
3,12,17,12,8,506,88,105,-4,0,0
16,15,17,12,6,1160,90,125,2,0,0
14,12,16,12,2,-160,58,36,-3,0,1
4,12,11,7,-14,-524,-217,-362,1,-1,0
13,12,1,2,-5,-200,-82,-95,-4,0,0
14,12,12,12,-23,-2485,-159,-250,-1,-1,0
17,1,8,12,10,385,178,227,1,0,1
2,3,6,12,22,3260,236,330,4,1,1
9,7,0,9,3,-44,62,55,1,0,1
14,12,17,9,5,175,177,270,2,0,0
9,1,12,12,6,238,61,50,2,0,0
6,12,12,12,3,6,74,305,-3,0,1
1,12,0,13,-1,59,-17,61,2,0,1
0,7,16,15,6,-640,-51,70,-2,0,1
13,1,15,0,6,490,104,145,1,0,1
15,12,15,17,0,35,-13,-65,3,0,0
11,12,6,7,-15,-515,-200,-275,4,-1,0
10,12,6,12,4,340,86,109,-4,0,0
17,14,12,12,-11,0,10,30,0,0,1
17,12,8,7,-1,28,-9,-43,-3,0,0
17,12,13,12,-1,-40,5,23,1,0,0
9,12,17,12,-5,-515,-17,-50,1,0,0
14,12,12,7,-4,-68,4,18,0,0,0
4,7,9,14,11,355,180,220,3,0,1
15,4,17,15,-7,-177,-70,15,3,0,0
5,12,0,16,-3,-128,-116,-210,-1,0,0
12,12,11,12,3,-768,-17,-20,-3,0,0
17,5,17,12,8,450,167,196,0,0,1
5,12,0,15,3,-65,5,23,1,0,0
12,12,12,12,10,368,109,205,2,0,1
12,12,17,12,18,4530,126,226,-5,0,1
2,14,14,12,5,120,45,100,2,1,0
0,13,12,7,-3,-727,-7,-10,0,0,0
4,12,0,9,5,162,51,145,1,0,1
15,12,14,12,7,2399,11,25,0,0,0
3,12,5,12,-4,-96,-4,-20,-4,0,1
0,12,12,12,4,92,86,144,1,0,1
16,4,12,12,-3,-225,-108,-155,-1,0,0
3,12,12,7,0,0,-11,-57,1,0,0
9,5,12,12,7,67,14,40,0,0,0
12,12,9,13,7,135,74,90,1,0,1
17,16,6,15,9,295,88,120,2,0,1
13,12,0,5,4,533,-9,-26,3,0,0
14,12,6,12,1,74,-118,-197,0,0,0
17,10,6,12,-5,-281,-3,-9,-1,0,0
6,12,16,14,-7,-1946,-85,-111,-1,0,1
15,5,10,12,11,2105,195,250,1,1,1
0,12,15,4,5,196,73,-5,-1,0,1
4,12,0,15,-1,-1600,47,8,-4,0,1
12,12,9,5,8,913,91,210,0,0,1
9,12,0,13,-16,-1941,-154,-167,-3,0,0
1,14,1,16,10,368,101,142,1,0,1
17,12,12,12,6,1158,98,115,0,1,0
9,7,12,7,0,-145,0,0,-2,0,0
10,2,6,12,11,630,92,115,1,0,1
13,12,17,2,-38,-3257,-246,-378,-1,-1,0
9,13,14,12,-2,-126,-73,-70,-4,0,0
0,13,17,12,5,205,115,81,0,0,1
5,12,0,12,3,125,-4,-20,-1,0,1
8,7,1,2,4,-23,114,198,-1,0,1
17,12,14,12,4,57,126,233,-4,0,1
10,15,3,16,7,1090,4,20,0,0,1
17,15,4,12,-20,-1916,-136,-195,-3,-1,0
15,2,12,12,20,2625,17,51,1,0,0
8,9,12,12,1,5,-3,-16,5,0,0
13,7,17,7,6,470,87,105,-1,0,1
2,10,0,9,11,506,87,125,3,0,1
9,5,11,12,9,1590,123,185,0,1,1
8,12,5,12,1,-60,17,85,1,0,0
9,12,9,13,-16,-955,-177,-230,2,0,0
10,1,12,12,6,816,104,149,0,0,1
0,3,17,1,-10,-322,-100,-149,2,0,1
0,13,12,7,12,105,106,188,0,0,1
0,13,17,12,0,-27,-7,-35,4,0,0
15,16,0,16,-4,2220,9,25,2,0,0
1,5,3,12,3,0,-47,3,4,0,0
13,0,13,10,-5,-480,-161,-175,3,0,0
11,12,12,12,-1,1619,-4,-10,-2,0,1
9,13,13,2,-16,-803,-117,-214,-2,0,1
17,12,14,12,0,-430,3,10,-1,0,0
17,12,15,11,-23,-2180,-38,-191,-2,0,1
2,12,0,6,-5,645,-101,-130,-2,0,0
13,1,11,12,-16,-2220,-9,-6,-1,0,1
13,12,1,5,11,682,93,119,-2,0,1
12,12,3,12,6,237,1,5,-2,0,0
0,3,13,12,-5,-4,-4,-21,4,0,1
12,12,14,12,9,652,-184,-195,-3,-1,0
17,12,6,15,-4,-470,-92,-115,-1,0,1
6,12,12,12,9,1225,89,90,0,1,0
12,12,6,5,-2,880,-59,-15,1,0,0
1,16,17,12,-15,-1198,-12,-60,2,0,0
15,0,12,7,10,663,29,84,-1,0,0
1,12,9,13,-1,31,-106,-244,-2,0,1
9,12,5,1,-11,-1010,-86,-60,-5,0,1
14,12,12,12,10,900,152,240,0,1,1
17,12,17,15,-2,-82,-5,-25,1,0,1
0,12,14,12,4,213,-97,-105,4,0,1
1,7,6,12,-5,-190,-100,-128,0,0,0
0,6,1,2,-3,-212,-75,-60,0,0,1
4,12,17,15,-4,-45,-76,-39,4,0,0
13,12,17,10,26,414,-7,-30,-2,0,1
1,12,10,12,5,137,14,60,2,0,0
10,2,11,12,-9,-4897,-61,-174,-3,0,0
16,12,9,12,2,1528,22,50,0,1,0
6,12,3,12,-12,-555,-48,10,-4,0,1
6,10,11,12,-8,-2325,-107,-175,0,0,0
16,15,9,12,-2,895,-23,-68,-2,0,0
15,17,9,1,-5,30,-58,-34,3,0,0
9,13,17,14,-10,-350,-4,-21,4,0,0
14,12,6,12,-10,-835,-29,-85,2,0,0
17,12,0,5,-9,-425,-113,-192,1,0,0
12,7,17,16,-12,-826,-95,-119,0,0,1
0,9,11,17,4,-190,167,210,2,0,1
9,13,1,12,-9,-365,-97,-152,0,0,0
15,2,1,14,10,2230,13,39,0,0,0
14,12,15,4,-4,-78,-212,-310,-1,-1,0
12,12,16,12,5,-484,-94,-140,-2,0,0
5,14,15,9,3,77,73,55,0,0,1
17,12,14,5,-10,-405,-171,-210,-1,0,0
2,12,6,12,14,1030,181,230,2,0,1
4,12,9,12,-5,-181,-74,-64,3,0,0
17,10,6,12,5,340,55,11,0,0,0
0,7,0,16,0,-878,-85,-75,0,0,1
0,10,2,12,-1,-125,-11,-54,-2,0,0
11,17,0,12,8,840,88,215,0,0,1
13,1,17,10,-2,-5,-54,-9,-1,0,1
12,4,14,12,2,20,24,-85,-5,0,0
12,12,14,12,-10,-531,-123,-180,-1,0,1
17,1,5,12,5,333,-2,-5,-2,0,1
0,16,12,12,-3,167,121,244,2,0,1
16,15,12,12,-5,316,-21,-60,2,0,0
4,12,12,7,9,468,14,39,-2,0,0
17,1,0,12,5,151,13,68,0,0,0
9,12,17,12,4,-38,78,85,1,0,1
6,12,12,12,12,505,187,300,1,0,1
14,12,12,12,8,391,90,88,0,0,1
5,12,1,8,2,100,-91,-170,-1,0,0
17,10,12,12,-10,-380,-112,-230,-1,0,0
0,16,8,12,1,1133,4,10,-1,0,0
0,7,9,12,4,-410,-42,95,-3,0,1
16,8,2,7,-62,-2020,-149,-232,3,-1,0
1,11,0,13,-3,-36,-87,45,-1,0,1
14,12,17,12,4,230,108,177,2,0,1
1,12,12,12,-2,-63,16,45,-2,0,0
0,16,6,12,6,1123,89,96,-4,0,0
9,12,9,5,-8,-359,-106,-185,1,0,0
6,12,17,12,0,-16,-2,-9,-2,0,0
6,12,12,12,0,25,22,109,3,0,1
11,10,14,12,0,25,-220,-350,1,0,0
12,7,11,12,-1,-39,-11,-54,-4,0,1
16,14,6,12,-9,137,-117,-207,-3,0,0
6,12,17,10,-2,-201,-80,-96,-1,0,1
12,7,6,12,-10,-425,-121,-233,0,0,0
15,7,17,12,1,15,12,106,4,0,1
1,12,4,12,8,761,11,30,-1,0,1
2,12,9,13,-1,30,-74,-63,2,0,0
0,13,6,12,-7,-500,-62,-139,-1,0,0
14,4,14,12,-2,-167,-18,-94,-2,0,1
8,9,1,2,7,537,106,174,1,0,1
17,12,6,12,2,131,82,106,3,0,0
12,12,9,13,-4,179,-142,-95,0,0,0
2,7,16,14,54,-3435,36,80,0,1,1
17,12,9,12,17,783,176,214,-3,0,1
3,12,1,2,-2,-280,-5,-15,0,0,0
3,12,11,12,5,-593,105,171,-3,0,1
0,7,3,12,1,-21,51,32,-1,0,1
3,12,12,12,-2,470,29,82,3,0,1
14,12,5,12,5,480,109,182,0,0,0
0,7,12,9,2,-75,93,121,-2,0,1
10,12,12,4,5,240,63,180,0,0,1
9,16,17,12,-7,830,1,4,2,0,1
16,14,9,11,-7,-494,203,266,-1,1,1
12,7,12,7,-1,2,21,68,3,0,1
9,12,11,7,-6,416,-119,-175,3,-1,0
0,15,17,14,3,1200,-12,-45,4,0,0
15,12,6,5,-2,2080,-7,-15,2,0,0
12,12,1,12,20,2730,161,255,1,1,1
12,12,9,13,3,260,257,55,0,0,1
17,12,17,14,-7,-277,3,15,5,0,1
17,9,9,16,9,362,155,175,-2,0,0
12,12,9,12,-9,-150,5,15,1,0,1
17,12,6,7,-11,-770,-177,-218,4,0,0
17,12,12,7,0,20,9,43,0,0,0
0,9,11,7,1,135,26,75,-1,0,0
11,12,1,12,0,2060,-102,-120,-1,-1,0
15,12,15,14,7,920,71,75,2,0,1
14,4,9,12,-6,-189,-144,-327,-1,0,0
15,12,17,12,6,1006,-133,-210,1,0,0
13,1,0,8,-4,180,-17,93,1,0,1
17,12,13,12,-6,-205,-112,-186,1,0,0
17,12,14,12,-3,-85,-7,-20,-1,0,1
15,9,14,7,1,464,1,5,-2,0,0
17,11,12,12,6,890,-224,30,-4,0,1
10,12,9,12,-2,-82,-10,-48,-5,0,0
14,12,3,12,-15,-1383,18,40,0,1,0
5,14,9,12,10,297,108,230,1,0,1
10,8,12,7,16,3051,-49,-2,1,0,0
2,10,6,12,14,851,208,292,-1,0,1
6,7,11,12,1,-1235,-5,14,1,0,1
5,12,1,7,-49,-1830,-236,-330,-1,-1,0
17,12,2,7,12,682,67,40,-1,0,0
