First_pokemon_id,Second_pokemon_id,Winner,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,height_first,weight_first,base_experience_first,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second,height_second,weight_second,base_experience_second
264,136,264,6,12,115,115,85,90,75,100,2,1,21,1980,261,6,12,65,95,57,100,85,93,1,0,13,445,173
267,129,129,15,10,70,84,70,65,70,51,2,0,12,1520,144,17,12,80,92,65,65,80,68,1,0,13,390,158
1,227,227,9,13,45,49,49,65,65,45,1,0,7,69,64,4,12,90,120,75,60,60,45,2,0,14,487,158
766,623,766,3,12,62,55,52,109,94,109,6,0,10,210,168,14,7,72,58,80,103,80,97,5,0,14,140,172
153,462,153,15,17,60,115,105,65,70,80,1,0,13,405,173,0,7,70,94,50,94,50,66,4,0,9,233,148
391,418,418,9,7,99,68,83,72,87,51,3,0,20,1000,161,2,14,80,80,90,110,130,110,3,1,14,400,270
220,371,371,0,12,50,65,90,35,35,15,2,0,6,72,58,15,14,70,95,85,55,65,70,3,0,12,1540,161
77,588,588,9,13,65,90,50,85,45,55,1,0,10,64,137,14,7,67,57,55,77,55,114,5,0,9,105,149
741,559,559,9,12,66,65,48,62,57,52,6,0,9,310,70,6,5,90,93,55,70,55,55,5,0,10,555,146
621,261,261,1,5,50,75,70,35,70,48,5,0,6,118,70,12,12,95,80,105,40,70,100,2,0,12,755,172
519,476,476,6,12,75,95,67,125,95,83,4,0,16,680,243,12,12,65,76,84,54,96,105,4,0,12,333,168
87,612,612,17,14,95,75,110,100,80,30,1,0,16,785,172,10,1,50,72,35,35,35,65,5,0,7,152,58
628,385,628,15,7,55,112,45,74,45,70,5,0,5,95,71,12,12,60,90,70,60,120,40,3,0,10,220,154
439,140,439,17,12,53,51,53,61,56,40,4,0,4,52,63,17,12,20,10,55,15,20,80,1,0,9,100,40
700,281,700,16,5,91,90,129,90,72,108,5,1,21,2500,261,17,12,50,70,50,50,50,40,3,0,4,76,62
291,669,291,0,7,60,70,50,100,50,65,3,0,10,284,178,8,6,50,30,55,65,55,20,5,0,3,31,55
366,723,366,2,7,75,70,90,70,105,80,3,0,11,206,172,6,12,59,59,58,90,70,73,6,0,10,145,143
168,41,168,9,12,60,62,80,63,80,60,2,0,12,158,142,4,12,70,45,48,60,65,35,1,0,6,75,113
151,321,151,15,17,70,60,125,115,70,55,1,0,10,350,173,5,12,72,60,30,20,30,25,3,0,10,864,47
659,77,659,9,16,44,50,91,24,86,10,5,0,6,188,61,9,13,65,90,50,85,45,55,1,0,10,64,137
654,364,364,17,8,55,40,50,65,85,40,5,0,12,330,67,9,1,70,115,60,115,60,55,3,0,13,774,166
264,595,264,6,12,115,115,85,90,75,100,2,1,21,1980,261,5,12,105,140,95,55,65,45,5,0,14,870,227
43,660,660,6,12,38,41,40,50,65,65,1,0,6,99,60,9,16,74,94,131,54,116,20,5,0,10,1100,171
663,76,663,16,12,60,100,115,70,85,90,5,0,6,810,234,9,13,50,75,35,70,30,40,1,0,7,40,60
383,689,383,17,12,95,60,79,100,125,81,3,0,62,1620,189,12,7,70,83,50,37,50,60,5,0,5,105,70
136,6,136,6,12,65,95,57,100,85,93,1,0,13,445,173,6,12,58,64,58,80,65,80,1,0,11,190,142
711,548,711,2,11,125,130,90,130,90,95,5,1,30,3250,297,17,12,80,80,80,80,80,80,4,0,4,31,216
166,666,166,14,12,100,100,100,100,100,100,1,0,4,40,270,3,12,85,115,80,105,80,50,5,0,21,805,232
306,729,306,14,4,68,65,65,125,115,80,3,0,16,484,233,12,10,85,56,77,50,77,78,6,0,10,424,148
510,102,102,9,11,60,62,50,62,60,40,4,0,10,505,67,8,13,60,65,60,130,75,110,1,0,15,405,225
759,112,112,15,17,42,52,67,39,56,50,6,0,5,310,61,9,14,95,95,85,125,65,55,1,0,20,1200,186
250,631,250,17,2,75,95,95,95,95,85,2,0,18,1520,243,13,12,80,95,82,60,82,75,5,0,19,1073,166
661,699,699,16,12,40,55,70,45,60,30,5,0,3,210,60,0,6,85,60,65,135,105,100,5,0,16,460,248
326,446,446,12,12,70,65,65,55,55,70,3,0,11,326,140,12,17,79,85,60,55,60,71,4,0,10,315,144
542,678,542,17,2,90,120,100,150,120,100,4,1,42,3360,306,0,12,50,40,85,40,65,25,5,0,4,77,61
780,182,780,8,9,85,110,76,65,82,56,6,0,15,710,166,0,13,40,60,40,40,40,30,2,0,5,85,50
572,489,572,9,12,75,98,63,98,63,101,5,0,11,305,174,12,12,100,5,5,15,65,30,4,0,6,244,110
475,772,772,12,12,55,66,44,44,56,85,4,0,4,55,70,5,7,78,92,75,74,63,118,6,0,8,215,175
637,593,637,14,12,60,45,70,75,85,55,5,0,7,180,137,5,12,75,80,55,25,35,35,5,0,6,125,61
163,175,163,14,12,106,110,90,154,90,130,1,1,20,1220,306,17,12,85,105,100,79,83,78,2,0,23,888,239
476,647,476,12,12,65,76,84,54,96,105,4,0,12,333,168,12,9,60,60,50,40,50,75,5,0,6,195,67
417,396,396,16,12,80,75,150,75,150,50,3,1,19,2050,261,11,12,50,50,50,50,50,50,3,0,7,168,60
683,554,554,2,12,77,120,90,60,90,48,5,0,16,1390,170,14,6,100,100,100,100,100,100,5,1,4,40,270
170,7,7,6,12,39,52,43,60,50,65,2,0,5,79,62,6,7,78,84,78,109,85,100,1,0,17,905,240
455,560,560,15,12,97,165,60,65,50,58,4,0,16,1025,173,6,5,110,123,65,100,65,65,5,0,16,1500,238
400,685,685,11,17,90,60,70,75,70,45,3,0,11,876,144,10,8,89,124,80,55,80,55,5,0,28,3300,169
30,250,250,13,12,60,85,69,65,79,80,1,0,35,650,157,17,2,75,95,95,95,95,85,2,0,18,1520,243
652,317,317,9,13,69,55,45,55,55,15,5,0,2,10,59,0,8,1,90,45,30,30,40,3,0,8,12,83
667,514,514,14,12,55,55,55,85,55,30,5,0,5,90,67,3,16,70,70,115,130,90,60,4,0,12,1800,241
448,553,553,0,12,77,85,51,55,51,65,4,0,10,255,134,12,12,120,120,120,120,120,120,4,1,32,3200,324
602,771,771,0,9,55,63,90,50,80,42,5,0,5,73,133,4,12,95,65,65,110,130,60,6,0,10,235,184
531,400,531,11,8,70,80,70,80,70,110,4,0,13,266,168,11,17,90,60,70,75,70,45,3,0,11,876,144
287,316,316,12,12,38,30,41,30,41,60,3,0,4,175,56,0,7,61,90,45,50,50,160,3,0,8,120,160
338,255,255,3,12,40,45,40,65,40,65,3,0,6,152,59,12,12,55,20,35,20,45,75,2,0,12,580,88
283,678,283,17,10,100,110,90,85,90,60,3,0,15,819,241,0,12,50,40,85,40,65,25,5,0,4,77,61
320,664,320,12,12,104,91,63,91,73,68,3,0,15,840,221,3,12,35,55,40,45,40,60,5,0,2,3,55
540,273,540,14,12,75,125,70,125,70,115,4,1,3,3,261,9,12,40,45,35,65,55,70,3,0,5,50,62
294,634,634,17,9,40,30,30,40,50,30,3,0,5,26,44,12,12,55,50,40,40,40,75,5,0,4,58,60
331,576,576,16,15,50,70,100,40,40,30,3,0,4,600,66,17,12,75,98,63,98,63,101,5,0,10,290,174
403,789,403,17,12,55,104,105,94,75,52,3,0,17,270,170,11,12,55,69,85,32,35,28,6,0,10,995,61
82,593,593,15,10,55,95,115,45,45,35,1,0,10,1050,137,5,12,75,80,55,25,35,35,5,0,6,125,61
725,357,725,17,12,41,56,40,62,44,71,6,0,3,70,63,14,12,60,25,35,70,80,60,3,0,7,306,66
14,158,158,0,12,45,30,35,20,20,45,1,0,3,29,39,3,7,90,90,85,125,90,100,1,1,16,526,261
481,543,481,12,12,71,82,64,64,59,112,4,0,10,438,158,6,16,91,90,106,130,106,77,4,1,17,4300,270
555,691,555,9,12,45,45,55,45,55,63,5,0,6,81,62,1,7,70,55,75,45,65,60,5,0,5,90,74
89,264,264,3,16,25,35,70,95,55,45,1,0,3,60,65,6,12,115,115,85,90,75,100,2,1,21,1980,261
191,5,5,4,7,55,40,85,80,105,40,2,0,6,32,142,6,12,39,52,43,60,50,65,1,0,6,85,62
506,151,151,9,12,74,100,72,90,72,46,4,0,14,270,159,15,17,70,60,125,115,70,55,1,0,10,350,173
634,407,634,12,12,55,50,40,40,40,75,5,0,4,58,60,2,12,45,75,60,40,30,50,3,0,6,421,60
393,18,393,1,12,65,130,60,75,60,75,3,0,12,470,163,0,13,45,25,50,25,25,35,1,0,6,100,72
42,204,204,4,12,95,70,73,95,90,60,1,0,13,400,217,9,7,55,45,50,45,65,80,2,0,6,10,119
105,601,601,14,12,60,48,45,43,90,42,1,0,10,324,66,0,9,45,53,70,40,60,42,5,0,3,25,62
386,207,386,8,12,44,75,35,63,33,45,3,0,6,23,59,9,12,30,30,30,30,30,30,2,0,3,18,36
448,522,522,0,12,77,85,51,55,51,65,4,0,10,255,134,9,12,65,110,130,60,65,95,4,0,10,255,184
759,124,124,15,17,42,52,67,39,56,50,6,0,5,310,61,12,12,105,95,80,40,80,90,1,0,22,800,172
140,162,162,17,12,20,10,55,15,20,80,1,0,9,100,40,2,7,91,134,95,100,100,80,1,0,22,2100,270
79,689,79,17,13,40,40,35,50,100,70,1,0,9,455,67,12,7,70,83,50,37,50,60,5,0,5,105,70
168,613,613,9,12,60,62,80,63,80,60,2,0,12,158,142,10,1,60,82,45,45,45,74,5,0,10,334,123
372,214,214,17,10,50,48,43,46,41,60,3,0,4,19,58,1,7,60,85,42,85,42,91,2,0,5,21,81
571,678,571,9,12,50,53,48,53,48,64,5,0,6,105,63,0,12,50,40,85,40,65,25,5,0,4,77,61
100,229,229,8,13,30,35,30,100,35,80,1,0,13,1,62,0,16,70,130,100,55,80,65,2,0,18,1180,175
578,271,271,14,12,116,55,85,107,95,29,5,0,11,605,170,6,7,106,130,90,110,154,90,2,1,38,1990,306
612,180,612,10,1,50,72,35,35,35,65,5,0,7,152,58,0,7,40,20,30,40,80,55,2,0,10,108,53
417,415,415,16,12,80,75,150,75,150,50,3,1,19,2050,261,15,12,80,100,200,50,100,50,3,1,17,2300,261
377,27,377,10,14,60,70,105,70,120,75,3,0,15,1080,175,12,7,40,60,30,31,31,70,1,0,3,20,52
94,82,94,17,12,65,45,55,45,70,45,1,0,11,900,65,15,10,55,95,115,45,45,35,1,0,10,1050,137
762,256,762,13,2,65,75,90,97,123,44,6,0,18,815,173,5,12,35,35,35,35,35,35,2,0,7,210,42
263,391,263,3,12,90,85,75,115,100,115,2,1,19,1780,261,9,7,99,68,83,72,87,51,3,0,20,1000,161
600,688,600,5,12,75,125,75,30,75,85,5,0,14,510,163,12,12,95,110,95,40,95,55,5,0,16,946,172
588,570,570,14,7,67,57,55,77,55,114,5,0,9,105,149,1,12,64,88,50,88,50,106,5,0,11,375,156
405,529,405,17,15,100,90,130,45,65,55,3,0,10,234,170,15,16,60,55,145,75,150,40,4,0,14,3400,184
721,133,133,9,5,88,107,122,74,75,64,6,0,16,900,239,0,7,70,110,80,55,80,105,1,0,15,560,100
94,638,638,17,12,65,45,55,45,70,45,1,0,11,900,65,14,12,70,55,95,95,110,65,5,0,15,440,221
156,517,517,12,12,160,110,65,65,110,30,1,0,21,4600,189,9,12,100,100,125,110,50,50,4,0,20,1286,187
663,384,663,16,12,60,100,115,70,85,90,5,0,6,810,234,12,12,70,70,70,70,70,70,3,0,3,8,147
67,733,67,17,12,65,65,65,50,50,90,1,0,10,200,135,0,12,38,35,40,27,25,35,6,0,3,25,40
650,569,569,0,12,50,75,45,40,45,60,5,0,5,59,63,1,12,41,50,37,50,37,66,5,0,4,101,56
28,371,28,12,7,65,90,65,61,61,100,1,0,12,380,155,15,14,70,95,85,55,65,70,3,0,12,1540,161
473,53,473,8,7,90,50,34,60,44,70,4,0,4,12,70,0,9,60,95,80,60,80,30,1,0,10,295,142
772,226,772,5,7,78,92,75,74,63,118,6,0,8,215,175,4,12,60,80,50,40,40,30,2,0,6,78,60
403,702,702,17,12,55,104,105,94,75,52,3,0,17,270,170,9,5,91,90,72,90,129,108,5,1,20,2000,261
761,156,156,13,17,50,60,60,60,60,30,6,0,5,73,64,12,12,160,110,65,65,110,30,1,0,21,4600,189
636,376,376,14,12,45,30,50,55,65,45,5,0,4,58,58,10,14,40,40,55,40,70,55,3,0,5,215,60
581,29,581,12,7,80,115,80,65,55,93,5,0,12,290,220,13,12,35,60,44,40,54,55,1,0,20,69,58
226,203,203,4,12,60,80,50,40,40,30,2,0,6,78,60,9,7,35,35,40,35,55,50,2,0,4,5,50
285,760,760,1,12,35,55,35,30,30,35,3,0,5,136,56,15,17,72,105,115,54,86,68,6,0,13,960,175
26,694,694,12,12,55,81,60,50,70,97,1,0,7,185,145,0,16,58,109,112,48,48,109,5,0,3,330,169
575,659,659,17,12,50,53,48,53,48,64,5,0,6,135,63,9,16,44,50,91,24,86,10,5,0,6,188,61
663,462,663,16,12,60,100,115,70,85,90,5,0,6,810,234,0,7,70,94,50,94,50,66,4,0,9,233,148
347,179,179,13,12,100,73,83,73,83,55,3,0,17,800,163,12,7,100,50,50,76,96,70,2,0,16,408,158
568,695,568,12,12,85,110,90,45,90,80,5,0,12,610,225,1,2,52,65,50,45,50,38,5,0,8,173,60
320,587,587,12,12,104,91,63,91,73,68,3,0,15,840,221,14,7,55,45,43,55,43,72,5,0,4,21,65
174,255,255,17,12,65,80,80,59,63,58,2,0,11,250,142,12,12,55,20,35,20,45,75,2,0,12,580,88
538,664,538,14,12,75,75,130,75,130,95,4,1,3,3,261,3,12,35,55,40,45,40,60,5,0,2,3,55
623,127,623,14,7,72,58,80,103,80,97,5,0,14,140,172,17,12,55,65,95,95,45,85,1,0,12,250,154
69,178,69,14,12,25,20,15,105,55,90,1,0,9,195,62,12,7,60,30,30,36,56,50,2,0,7,212,52
92,232,232,12,7,35,85,45,35,35,75,1,0,14,392,62,0,5,80,125,75,40,95,85,2,0,15,540,175
450,136,136,3,12,60,85,49,60,49,60,4,0,9,305,127,6,12,65,95,57,100,85,93,1,0,13,445,173
740,364,740,4,12,78,65,68,112,154,75,6,0,11,100,248,9,1,70,115,60,115,60,55,3,0,13,774,166
793,652,793,4,12,126,131,95,131,98,99,6,1,30,2150,306,9,13,69,55,45,55,55,15,5,0,2,10,59
281,597,597,17,12,50,70,50,50,50,40,3,0,4,76,62,17,10,75,65,55,65,55,69,5,0,8,170,134
539,422,422,14,12,80,105,105,105,105,80,4,1,3,3,261,17,12,100,100,90,150,140,90,3,1,45,3520,302
763,581,581,17,12,50,53,62,58,63,44,6,0,5,83,66,12,7,80,115,80,65,55,93,5,0,12,290,220
366,286,366,2,7,75,70,90,70,105,80,3,0,11,206,172,1,12,70,90,70,60,60,70,3,0,10,370,147
175,213,175,17,12,85,105,100,79,83,78,2,0,23,888,239,1,12,95,65,110,60,130,65,2,0,10,270,184
645,662,645,11,12,51,65,65,80,75,59,5,0,11,410,138,16,12,60,80,95,70,85,50,5,0,6,510,154
596,74,596,17,12,50,50,40,50,40,64,5,0,5,45,59,5,12,80,100,70,50,60,45,1,0,15,705,142
774,448,448,15,4,50,50,150,50,150,50,6,0,3,57,100,0,12,77,85,51,55,51,65,4,0,10,255,134
439,7,7,17,12,53,51,53,61,56,40,4,0,4,52,63,6,7,78,84,78,109,85,100,1,0,17,905,240
42,572,572,4,12,95,70,73,95,90,60,1,0,13,400,217,9,12,75,98,63,98,63,101,5,0,11,305,174
364,393,393,9,1,70,115,60,115,60,55,3,0,13,774,166,1,12,65,130,60,75,60,75,3,0,12,470,163
593,743,743,5,12,75,80,55,25,35,35,5,0,6,125,61,5,12,67,82,62,46,48,43,6,0,6,80,70
610,329,610,9,12,70,60,75,110,75,90,5,0,11,163,168,16,4,50,85,85,55,55,50,3,0,6,115,133
223,529,223,10,7,65,75,105,35,65,85,2,0,11,648,86,15,16,60,55,145,75,150,40,4,0,14,3400,184
126,246,246,17,12,30,40,70,70,25,60,1,0,4,80,59,16,7,65,80,140,40,70,70,2,0,17,505,163
700,654,654,16,5,91,90,129,90,72,108,5,1,21,2500,261,17,8,55,40,50,65,85,40,5,0,12,330,67
283,672,283,17,10,100,110,90,85,90,60,3,0,15,819,241,2,12,46,87,60,30,40,57,5,0,6,180,64
380,111,380,15,0,45,95,50,40,50,75,3,0,7,125,71,9,14,60,40,80,60,45,40,1,0,4,25,65
741,416,741,9,12,66,65,48,62,57,52,6,0,9,310,70,11,12,80,50,100,100,200,50,3,1,18,1750,261
446,779,779,12,17,79,85,60,55,60,71,4,0,10,315,144,8,9,43,70,48,50,60,38,6,0,4,70,62
508,133,133,17,12,69,69,76,69,86,91,4,0,12,240,161,0,7,70,110,80,55,80,105,1,0,15,560,100
549,305,549,17,12,100,100,100,100,100,100,4,0,3,14,270,14,4,38,35,35,65,55,50,3,0,8,202,97
378,352,352,15,9,66,41,77,61,87,23,3,0,10,238,71,17,12,170,90,45,90,45,60,3,0,145,3980,175
389,302,302,8,12,20,40,90,30,90,25,3,0,8,150,59,17,7,40,30,30,55,30,85,3,0,6,95,54
740,329,740,4,12,78,65,68,112,154,75,6,0,11,100,248,16,4,50,85,85,55,55,50,3,0,6,115,133
436,315,436,6,12,44,58,44,58,44,61,4,0,5,62,62,0,10,31,45,90,30,30,40,3,0,5,55,53
456,93,93,15,16,30,42,118,42,88,30,4,0,5,570,70,12,7,60,110,70,60,60,100,1,0,18,852,165
682,403,682,5,12,65,125,60,95,60,105,5,0,14,355,179,17,12,55,104,105,94,75,52,3,0,17,270,170
560,577,560,6,5,110,123,65,100,65,65,5,0,16,1500,238,14,12,76,25,45,67,55,24,5,0,6,233,58
16,336,336,0,7,60,45,50,90,80,70,1,0,11,320,178,5,14,60,60,75,60,75,80,3,0,13,315,144
237,214,214,6,12,40,40,40,70,40,20,2,0,7,350,50,1,7,60,85,42,85,42,91,2,0,5,21,81
208,615,615,9,12,75,75,55,105,85,30,2,0,8,85,149,6,12,70,90,45,15,45,50,5,0,6,375,63
484,170,484,13,1,103,93,67,71,61,84,4,0,10,380,168,6,12,39,52,43,60,50,65,2,0,5,79,62
793,5,793,4,12,126,131,95,131,98,99,6,1,30,2150,306,6,12,39,52,43,60,50,65,1,0,6,85,62
49,169,169,9,13,45,50,55,75,65,30,1,0,5,54,64,9,12,80,82,100,83,100,80,2,0,18,1005,236
163,570,570,14,12,106,110,90,154,90,130,1,1,20,1220,306,1,12,64,88,50,88,50,106,5,0,11,375,156
117,316,316,12,12,90,55,75,60,75,30,1,0,12,655,77,0,7,61,90,45,50,50,160,3,0,8,120,160
796,258,258,15,4,50,100,150,100,150,50,6,1,7,88,270,11,14,45,30,15,85,65,65,2,0,4,60,61
436,469,469,6,12,44,58,44,58,44,61,4,0,5,62,62,9,12,70,60,70,87,78,85,4,0,5,93,158
576,790,576,17,12,75,98,63,98,63,101,5,0,10,290,174,11,12,95,117,184,44,46,28,6,0,20,5050,180
349,790,349,17,1,70,120,40,95,40,95,3,0,18,888,161,11,12,95,117,184,44,46,28,6,0,20,5050,180
318,614,614,12,12,64,51,23,51,23,28,3,0,6,163,48,10,1,95,117,80,65,70,92,5,0,15,963,234
102,332,102,8,13,60,65,60,130,75,110,1,0,15,405,225,16,15,60,90,140,50,50,40,3,0,9,1200,151
426,118,426,2,7,105,150,90,150,90,95,3,1,70,2065,306,13,12,40,65,95,60,45,35,1,0,6,10,68
271,85,85,6,7,106,130,90,110,154,90,2,1,38,1990,306,6,12,65,100,70,80,80,105,1,0,17,950,175
102,685,685,8,13,60,65,60,130,75,110,1,0,15,405,225,10,8,89,124,80,55,80,55,5,0,28,3300,169
312,153,153,12,12,60,60,60,35,35,30,3,0,8,240,56,15,17,60,115,105,65,70,80,1,0,13,405,173
487,112,112,15,12,50,80,95,10,45,10,4,0,5,150,58,9,14,95,95,85,125,65,55,1,0,20,1200,186
182,746,746,0,13,40,60,40,40,40,30,2,0,5,85,50,14,12,62,48,54,63,60,68,6,0,3,35,71
640,571,571,14,12,65,40,50,125,60,30,5,0,6,80,130,9,12,50,53,48,53,48,64,5,0,6,105,63
520,753,520,4,7,85,50,95,120,115,80,4,0,15,380,245,4,12,78,52,60,63,65,23,6,0,2,5,68
490,789,490,12,7,76,65,45,92,42,91,4,0,5,19,144,11,12,55,69,85,32,35,28,6,0,10,995,61
575,364,575,17,12,50,53,48,53,48,64,5,0,6,135,63,9,1,70,115,60,115,60,55,3,0,13,774,166
111,484,484,9,14,60,40,80,60,45,40,1,0,4,25,65,13,1,103,93,67,71,61,84,4,0,10,380,168
769,397,397,15,11,77,59,50,67,63,46,6,0,13,252,72,11,12,80,80,80,80,80,80,3,0,15,2565,168
662,658,658,16,12,60,80,95,70,85,50,5,0,6,510,154,0,3,70,77,60,97,60,108,5,0,8,143,165
178,339,339,12,7,60,30,30,36,56,50,2,0,7,212,52,3,12,70,75,60,105,60,105,3,0,15,402,166
65,733,65,6,12,90,110,80,100,80,95,1,0,19,1550,194,0,12,38,35,40,27,25,35,6,0,3,25,40
593,105,105,5,12,75,80,55,25,35,35,5,0,6,125,61,14,12,60,48,45,43,90,42,1,0,10,324,66
707,422,422,2,6,100,120,100,150,120,90,5,1,32,3300,306,17,12,100,100,90,150,140,90,3,1,45,3520,302
697,550,550,1,2,92,105,90,125,90,98,5,0,18,1600,270,1,12,70,90,90,135,90,125,4,1,15,505,270
139,540,540,12,12,75,100,95,40,70,110,1,0,14,884,172,14,12,75,125,70,125,70,115,4,1,3,3,261
761,361,361,13,17,50,60,60,60,60,30,6,0,5,73,64,10,2,50,70,50,50,50,70,3,0,11,153,119
490,653,490,12,7,76,65,45,92,42,91,4,0,5,19,144,9,13,114,85,70,85,80,30,5,0,6,105,162
561,202,202,17,12,55,55,45,63,45,45,5,0,5,59,62,17,12,90,75,75,90,100,70,2,0,11,339,225
568,489,568,12,12,85,110,90,45,90,80,5,0,12,610,225,12,12,100,5,5,15,65,30,4,0,6,244,110
245,448,245,17,7,65,40,70,80,140,70,2,0,21,2200,170,0,12,77,85,51,55,51,65,4,0,10,255,134
608,750,750,9,4,60,67,85,77,75,116,5,0,7,66,168,16,8,59,110,150,45,49,35,6,0,8,45,157
124,416,124,12,12,105,95,80,40,80,90,1,0,22,800,172,11,12,80,50,100,100,200,50,3,1,18,1750,261
293,773,773,0,13,60,50,70,50,90,65,3,0,12,316,173,3,4,67,58,57,81,67,101,6,0,2,22,151
211,15,211,17,10,95,85,85,65,65,35,2,0,14,750,151,0,12,50,20,55,25,25,30,1,0,7,99,72
391,562,562,9,7,99,68,83,72,87,51,3,0,20,1000,161,17,12,75,75,60,83,60,60,5,0,8,245,145
443,415,443,12,7,55,75,50,40,40,80,4,0,6,155,119,15,12,80,100,200,50,100,50,3,1,17,2300,261
158,404,158,3,7,90,90,85,125,90,100,1,1,16,526,261,17,12,55,84,105,114,75,52,3,0,18,226,170
400,697,697,11,17,90,60,70,75,70,45,3,0,11,876,144,1,2,92,105,90,125,90,98,5,0,18,1600,270
505,772,772,13,5,83,106,65,86,65,85,4,0,13,444,172,5,7,78,92,75,74,63,118,6,0,8,215,175
203,435,203,9,7,35,35,40,35,55,50,2,0,4,5,50,9,10,95,109,105,75,85,56,4,0,22,3100,236
80,629,629,17,13,80,70,65,80,120,100,1,0,16,550,180,15,7,75,140,65,112,65,110,5,0,14,320,177
148,412,148,6,12,65,130,60,95,110,65,1,0,9,250,184,16,14,60,75,100,55,80,50,3,0,12,2025,147
658,58,658,0,3,70,77,60,97,60,108,5,0,8,143,165,12,12,40,45,35,40,40,90,1,0,4,42,58
658,27,658,0,3,70,77,60,97,60,108,5,0,8,143,165,12,7,40,60,30,31,31,70,1,0,3,20,52
768,526,526,15,2,82,121,119,69,59,71,6,0,25,2700,182,12,12,85,80,70,135,75,90,4,0,9,340,241
116,637,116,5,12,50,105,79,35,110,76,1,0,14,502,159,14,12,60,45,70,75,85,55,5,0,7,180,137
549,726,549,17,12,100,100,100,100,100,100,4,0,3,14,270,17,12,54,63,52,83,56,97,6,0,6,109,142
657,667,657,0,3,50,47,50,57,50,65,5,0,1,6,64,14,12,55,55,55,85,55,30,5,0,5,90,67
255,199,255,12,12,55,20,35,20,45,75,2,0,12,580,88,17,4,70,20,50,20,50,40,2,0,4,85,88
285,381,381,1,12,35,55,35,30,30,35,3,0,5,136,56,15,0,75,125,100,70,80,45,3,0,15,682,173
219,306,219,12,14,70,80,65,90,65,85,2,0,15,415,159,14,4,68,65,65,125,115,80,3,0,16,484,233
478,133,133,8,12,60,60,60,105,105,105,4,0,9,44,173,0,7,70,110,80,55,80,105,1,0,15,560,100
343,749,749,0,12,65,73,55,47,75,85,3,0,7,177,151,16,8,45,80,100,35,37,28,6,0,8,20,65
160,105,160,2,12,41,64,45,50,50,50,1,0,18,33,60,14,12,60,48,45,43,90,42,1,0,10,324,66
564,480,480,12,12,45,55,39,35,39,42,5,0,5,116,51,12,12,49,55,42,42,37,85,4,0,5,39,62
184,755,184,13,7,85,90,80,70,80,130,2,0,18,750,241,4,12,62,48,66,59,57,49,6,0,4,35,68
153,750,153,15,17,60,115,105,65,70,80,1,0,13,405,173,16,8,59,110,150,45,49,35,6,0,8,45,157
40,202,40,13,10,81,102,77,85,75,85,1,0,14,620,227,17,12,90,75,75,90,100,70,2,0,11,339,225
134,562,134,11,14,65,50,35,115,95,95,1,0,14,406,159,17,12,75,75,60,83,60,60,5,0,8,245,145
464,523,523,0,7,70,80,102,80,102,40,4,0,12,385,166,11,12,65,60,110,130,95,65,4,0,8,259,184
185,228,228,17,3,75,38,38,56,56,67,2,0,5,120,66,17,13,65,95,75,55,55,85,2,0,5,39,88
281,604,604,17,12,50,70,50,50,50,40,3,0,4,76,62,0,13,30,45,59,30,39,57,5,0,4,53,52
318,689,689,12,12,64,51,23,51,23,28,3,0,6,163,48,12,7,70,83,50,37,50,60,5,0,5,105,70
174,44,44,17,12,65,80,80,59,63,58,2,0,11,250,142,6,12,73,76,75,81,100,100,1,0,11,199,177
646,680,646,11,12,71,95,85,110,95,79,5,0,13,575,241,10,3,109,66,84,81,99,32,5,0,7,110,165
275,470,275,9,12,70,85,65,105,85,120,3,0,17,522,239,17,12,76,48,48,57,62,34,4,0,3,63,65
542,288,288,17,2,90,120,100,150,120,100,4,1,42,3360,306,12,12,78,70,61,50,61,100,3,0,5,325,147
343,651,651,0,12,65,73,55,47,75,85,3,0,7,177,151,0,16,70,135,105,60,105,20,5,0,10,330,173
212,567,212,14,12,65,65,60,130,95,110,2,0,9,265,184,12,12,65,80,65,35,65,60,5,0,9,147,130
204,387,204,9,7,55,45,50,45,65,80,2,0,6,10,119,8,12,64,115,65,83,63,65,3,0,11,125,159
296,588,588,17,9,80,70,70,90,100,70,3,0,15,550,216,14,7,67,57,55,77,55,114,5,0,9,105,149
89,721,721,3,16,25,35,70,95,55,45,1,0,3,60,65,9,5,88,107,122,74,75,64,6,0,16,900,239
657,405,657,0,3,50,47,50,57,50,65,5,0,1,6,64,17,15,100,90,130,45,65,55,3,0,10,234,170
200,313,313,17,4,100,50,80,60,80,50,2,0,8,285,189,12,12,80,80,80,55,55,90,3,0,14,465,154
758,282,758,1,14,86,92,88,68,75,73,6,0,15,470,169,17,10,70,85,70,60,70,50,3,0,7,280,142
11,288,288,17,12,59,63,80,65,80,58,1,0,10,225,142,12,12,78,70,61,50,61,100,3,0,5,325,147
415,472,472,15,12,80,100,200,50,100,50,3,1,17,2300,261,12,12,75,100,66,60,66,115,4,0,12,203,169
70,744,70,14,12,40,35,30,120,70,105,1,0,13,565,140,5,1,95,124,78,69,71,58,6,0,21,1360,173
175,259,259,17,12,85,105,100,79,83,78,2,0,23,888,239,3,12,45,63,37,65,55,95,2,0,6,235,72
